,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,target
926,0.635,0.48,0.145,1.181,0.665,0.22899999999999998,0.225,10.0,0
927,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12.0,0
928,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.067,8.0,2
929,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8.0,0
930,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5.0,2
931,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11.0,1
932,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7.0,2
933,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10.0,1
934,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10.0,2
935,0.28,0.205,0.07,0.1015,0.040999999999999995,0.03,0.03,6.0,2
936,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3.0,2
937,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7.0,2
938,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19.0,0
939,0.425,0.31,0.095,0.3075,0.139,0.0745,0.09300000000000001,7.0,2
940,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8.0,2
941,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5.0,0
942,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16.0,0
943,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9.0,0
944,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12.0,2
945,0.685,0.53,0.17,1.56,0.647,0.38299999999999995,0.465,11.0,0
946,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3.0,0
947,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11.0,1
948,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,14.0,2
949,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5.0,2
950,0.61,0.425,0.155,1.0485,0.507,0.1955,0.27399999999999997,11.0,2
951,0.445,0.345,0.12,0.4035,0.16899999999999998,0.0825,0.13,7.0,2
952,0.35,0.265,0.085,0.1735,0.0775,0.034,0.055999999999999994,6.0,2
953,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11.0,0
954,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15.0,1
955,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17.0,0
956,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15.0,1
957,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8.0,0
958,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10.0,1
959,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11.0,2
960,0.505,0.4,0.145,0.7045,0.33399999999999996,0.1425,0.207,8.0,2
961,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9.0,1
962,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11.0,0
963,0.515,0.395,0.135,1.0070000000000001,0.47200000000000003,0.2495,0.252,8.0,0
964,0.595,0.475,0.165,1.213,0.621,0.2435,0.27399999999999997,9.0,0
965,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15.0,1
966,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14.0,1
967,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8.0,2
968,0.74,0.565,0.205,2.119,0.9655,0.5185,0.48200000000000004,12.0,1
969,0.53,0.415,0.145,0.9440000000000001,0.3845,0.185,0.265,21.0,2
970,0.44,0.34,0.1,0.379,0.1725,0.0815,0.10099999999999999,7.0,2
971,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10.0,1
972,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175,8.0,1
973,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11.0,1
974,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9.0,0
975,0.37,0.27,0.095,0.2175,0.09699999999999999,0.046,0.065,6.0,2
976,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8.0,2
977,0.69,0.55,0.2,1.8465,0.732,0.47200000000000003,0.57,19.0,0
978,0.6,0.45,0.14,0.8690000000000001,0.3425,0.195,0.29100000000000004,11.0,1
979,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12.0,0
980,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10.0,2
981,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19.0,0
982,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12.0,1
983,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9.0,0
984,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8.0,0
985,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8.0,2
986,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9.0,0
987,0.14,0.105,0.035,0.013999999999999999,0.0055,0.0025,0.004,3.0,2
988,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8.0,2
989,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,10.0,1
990,0.595,0.47,0.165,1.1079999999999999,0.4915,0.2325,0.3345,9.0,0
991,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10.0,1
992,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7.0,0
993,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9.0,2
994,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4.0,0
995,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10.0,1
996,0.62,0.47,0.14,1.0325,0.3605,0.22399999999999998,0.36,15.0,1
997,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997,8.0,0
998,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9.0,1
999,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9.0,2
1000,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10.0,1
1001,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12.0,0
1002,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14.0,0
1003,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13.0,1
1004,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11.0,1
1005,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10.0,1
1006,0.66,0.5,0.155,1.3765,0.6485,0.28800000000000003,0.335,12.0,1
1007,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10.0,1
1008,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9.0,0
1009,0.67,0.54,0.2,1.46,0.6435,0.32799999999999996,0.4165,9.0,1
1010,0.585,0.455,0.13,0.8755,0.41100000000000003,0.2065,0.225,8.0,1
1011,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8.0,0
1012,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16.0,1
1013,0.455,0.37,0.105,0.4925,0.21600000000000003,0.1245,0.135,9.0,1
1014,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9.0,1
1015,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12.0,0
1016,0.525,0.415,0.15,0.7055,0.32899999999999996,0.147,0.19899999999999998,10.0,1
1017,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20.0,1
1018,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,7.0,0
1019,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9.0,0
1020,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13.0,0
1021,0.75,0.57,0.21,2.2359999999999998,1.109,0.5195,0.545,11.0,1
1022,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8.0,1
1023,0.305,0.215,0.065,0.1075,0.044000000000000004,0.0205,0.038,5.0,2
1024,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8.0,2
1025,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22.0,1
1026,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8.0,2
1027,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10.0,1
1028,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5.0,2
1029,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11.0,0
1030,0.57,0.455,0.15,0.9520000000000001,0.3895,0.2155,0.2745,9.0,0
1031,0.375,0.285,0.09,0.2545,0.11900000000000001,0.0595,0.0675,6.0,2
1032,0.5,0.365,0.125,0.528,0.22899999999999998,0.10300000000000001,0.1645,9.0,2
1033,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8.0,1
1034,0.625,0.49,0.165,1.127,0.47700000000000004,0.2365,0.3185,9.0,1
1035,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,7.0,2
1036,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12.0,0
1037,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002,7.0,0
1038,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10.0,1
1039,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16.0,0
1040,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,15.0,1
1041,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9.0,0
1042,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10.0,0
1043,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12.0,1
1044,0.36,0.28,0.105,0.19899999999999998,0.0695,0.045,0.08,9.0,2
1045,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6.0,2
1046,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23.0,0
1047,0.51,0.41,0.155,1.2825,0.569,0.29100000000000004,0.3795,9.0,0
1048,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10.0,1
1049,0.325,0.24,0.085,0.17300000000000001,0.0795,0.038,0.05,7.0,0
1050,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8.0,1
1051,0.645,0.535,0.19,1.2395,0.46799999999999997,0.2385,0.424,10.0,1
1052,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9.0,0
1053,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9.0,0
1054,0.405,0.31,0.11,0.91,0.41600000000000004,0.2075,0.0995,8.0,2
1055,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14.0,1
1056,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8.0,0
1057,0.56,0.435,0.185,1.1059999999999999,0.42200000000000004,0.2435,0.33,15.0,1
1058,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10.0,1
1059,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8.0,0
1060,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11.0,1
1061,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8.0,0
1062,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9.0,0
1063,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13.0,0
1064,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,11.0,0
1065,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16.0,2
1066,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10.0,1
1067,0.525,0.42,0.16,0.7559999999999999,0.2745,0.17300000000000001,0.275,9.0,1
1068,0.605,0.455,0.145,0.862,0.33399999999999996,0.1985,0.3,9.0,1
1069,0.485,0.38,0.125,0.5215,0.2215,0.11800000000000001,0.16,8.0,2
1070,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10.0,2
1071,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9.0,0
1072,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9.0,0
1073,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10.0,2
1074,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15.0,1
1075,0.67,0.5,0.2,1.2690000000000001,0.5760000000000001,0.2985,0.35100000000000003,11.0,0
1076,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9.0,0
1077,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7.0,2
1078,0.28,0.215,0.08,0.132,0.07200000000000001,0.022000000000000002,0.033,5.0,2
1079,0.55,0.41,0.15,0.785,0.282,0.18600000000000003,0.275,12.0,0
1080,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10.0,2
1081,0.75,0.595,0.205,2.2205,1.083,0.42100000000000004,0.63,12.0,0
1082,0.535,0.435,0.14,0.8740000000000001,0.3735,0.22899999999999998,0.2195,8.0,0
1083,0.365,0.275,0.09,0.2345,0.10800000000000001,0.051,0.0625,7.0,2
1084,0.675,0.535,0.22,1.604,0.6175,0.4255,0.45299999999999996,14.0,1
1085,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9.0,1
1086,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,8.0,2
1087,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15.0,0
1088,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12.0,0
1089,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11.0,1
1090,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7.0,2
1091,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8.0,0
1092,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325,8.0,2
1093,0.65,0.545,0.23,1.7519999999999998,0.5605,0.2895,0.815,16.0,1
1094,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7.0,2
1095,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10.0,1
1096,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027000000000000003,6.0,2
1097,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10.0,2
1098,0.74,0.575,0.22,2.012,0.8915,0.5265,0.47100000000000003,12.0,1
1099,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12.0,0
1100,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8.0,1
1101,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12.0,1
1102,0.485,0.375,0.14,0.521,0.2,0.12300000000000001,0.17,8.0,2
1103,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8.0,2
1104,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9.0,0
1105,0.62,0.49,0.16,1.0659999999999998,0.446,0.24600000000000002,0.305,11.0,2
1106,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12.0,2
1107,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10.0,1
1108,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19.0,0
1109,0.485,0.37,0.1,0.513,0.21899999999999997,0.1075,0.13,7.0,2
1110,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7.0,0
1111,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5.0,2
1112,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10.0,0
1113,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10.0,1
1114,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6.0,2
1115,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5.0,0
1116,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13.0,1
1117,0.59,0.5,0.15,1.1420000000000001,0.485,0.265,0.345,9.0,0
1118,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15.0,0
1119,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10.0,0
1120,0.64,0.54,0.175,1.2209999999999999,0.51,0.259,0.39,15.0,1
1121,0.6,0.445,0.175,1.057,0.38299999999999995,0.21600000000000003,0.355,16.0,2
1122,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10.0,1
1123,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10.0,2
1124,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6.0,2
1125,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9.0,0
1126,0.65,0.565,0.2,1.6645,0.753,0.36700000000000005,0.43,12.0,1
1127,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9.0,0
1128,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9.0,2
1129,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8.0,1
1130,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13.0,0
1131,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10.0,2
1132,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10.0,2
1133,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7.0,2
1134,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9.0,2
1135,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9.0,1
1136,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,8.0,1
1137,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19,8.0,0
1138,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11.0,0
1139,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10.0,2
1140,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8.0,0
1141,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33,13.0,2
1142,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6.0,2
1143,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15.0,0
1144,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8.0,2
1145,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8.0,2
1146,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10.0,2
1147,0.165,0.12,0.03,0.0215,0.006999999999999999,0.005,0.005,3.0,2
1148,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6.0,2
1149,0.255,0.185,0.06,0.08800000000000001,0.0365,0.021,0.023,5.0,2
1150,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9.0,0
1151,0.605,0.45,0.195,1.0979999999999999,0.48100000000000004,0.2895,0.315,13.0,1
1152,0.535,0.435,0.15,0.725,0.26899999999999996,0.1385,0.25,9.0,0
1153,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14.0,1
1154,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5.0,2
1155,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10.0,2
1156,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8.0,2
1157,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026000000000000002,4.0,2
1158,0.455,0.335,0.105,0.42200000000000004,0.22899999999999998,0.0865,0.1,6.0,2
1159,0.615,0.475,0.17,1.055,0.5429999999999999,0.24600000000000002,0.2345,9.0,1
1160,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7.0,0
1161,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,9.0,1
1162,0.57,0.44,0.155,1.1159999999999999,0.4775,0.2315,0.27,13.0,0
1163,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11.0,0
1164,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6.0,2
1165,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17.0,2
1166,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6.0,2
1167,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7.0,2
1168,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14.0,0
1169,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9.0,1
1170,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15.0,0
1171,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11.0,0
1172,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13.0,0
1173,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9.0,0
1174,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.47100000000000003,12.0,0
1175,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8.0,0
1176,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6.0,2
1177,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11.0,1
1178,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8.0,1
1179,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7.0,2
1180,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11.0,0
1181,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19.0,1
1182,0.545,0.42,0.12,0.7865,0.40299999999999997,0.185,0.17,7.0,0
1183,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,17.0,0
1184,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7.0,2
1185,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,10.0,0
1186,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.0,0
1187,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11.0,1
1188,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9.0,0
1189,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6.0,2
1190,0.54,0.415,0.135,0.7090000000000001,0.3195,0.174,0.185,9.0,2
1191,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9.0,0
1192,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4.0,2
1193,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10.0,0
1194,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9.0,0
1195,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9.0,2
1196,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9.0,1
1197,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13.0,1
1198,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,15.0,1
1199,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,12.0,0
1200,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,13.0,1
1201,0.645,0.5,0.18,1.4609999999999999,0.5985,0.2425,0.439,11.0,0
1202,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7.0,2
1203,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8.0,2
1204,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11.0,1
1205,0.475,0.355,0.12,0.48,0.23399999999999999,0.1015,0.135,8.0,0
1206,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12.0,0
1207,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12.0,0
1208,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8.0,1
1209,0.485,0.4,0.135,0.6629999999999999,0.313,0.13699999999999998,0.2,10.0,0
1210,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9.0,1
1211,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14.0,0
1212,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13.0,1
1213,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.09300000000000001,7.0,2
1214,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,9.0,0
1215,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6.0,1
1216,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6.0,2
1217,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11.0,1
1218,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,11.0,0
1219,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18.0,1
1220,0.51,0.405,0.15,0.7035,0.34700000000000003,0.134,0.1885,8.0,0
1221,0.63,0.5,0.155,1.005,0.36700000000000005,0.19899999999999998,0.36,16.0,1
1222,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12.0,0
1223,0.47,0.36,0.13,0.47200000000000003,0.182,0.114,0.15,10.0,1
1224,0.595,0.47,0.155,1.1775,0.542,0.26899999999999996,0.31,9.0,1
1225,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8.0,1
1226,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,9.0,1
1227,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13.0,1
1228,0.335,0.25,0.075,0.18600000000000003,0.0945,0.038,0.0445,7.0,2
1229,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20.0,0
1230,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6.0,2
1231,0.705,0.56,0.22,1.9809999999999999,0.8175,0.3085,0.76,14.0,0
1232,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12.0,0
1233,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9.0,0
1234,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,10.0,1
1235,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8.0,2
1236,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9.0,1
1237,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7.0,1
1238,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10.0,2
1239,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10.0,1
1240,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10.0,2
1241,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17.0,1
1242,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,16.0,1
1243,0.565,0.455,0.155,0.9355,0.42100000000000004,0.183,0.26,11.0,0
1244,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9.0,2
1245,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9.0,0
1246,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12.0,2
1247,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16.0,0
1248,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8.0,0
1249,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22,8.0,2
1250,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13.0,0
1251,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10.0,0
1252,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505,8.0,2
1253,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9.0,0
1254,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14.0,1
1255,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8.0,0
1256,0.35,0.25,0.07,0.18,0.0655,0.048,0.054000000000000006,6.0,2
1257,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8.0,1
1258,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11.0,0
1259,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9.0,1
1260,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6.0,2
1261,0.6,0.45,0.16,1.1420000000000001,0.539,0.225,0.307,10.0,0
1262,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12.0,1
1263,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11.0,0
1264,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,6.0,1
1265,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,6.0,2
1266,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9.0,2
1267,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15.0,1
